vv,vh,dem,pwater,label,water_percent
data\chips\VV\278_00.tif,data\chips\VH\278_00.tif,data\dem\278_00.tif,data\pwater\278_00.tif,data\labels\278_00.tif,1.8829345703125
data\chips\VV\278_01.tif,data\chips\VH\278_01.tif,data\dem\278_01.tif,data\pwater\278_01.tif,data\labels\278_01.tif,2.2552490234375
data\chips\VV\278_10.tif,data\chips\VH\278_10.tif,data\dem\278_10.tif,data\pwater\278_10.tif,data\labels\278_10.tif,1.89666748046875
data\chips\VV\278_11.tif,data\chips\VH\278_11.tif,data\dem\278_11.tif,data\pwater\278_11.tif,data\labels\278_11.tif,3.48968505859375
data\chips\VV\279_00.tif,data\chips\VH\279_00.tif,data\dem\279_00.tif,data\pwater\279_00.tif,data\labels\279_00.tif,25.52490234375
data\chips\VV\279_01.tif,data\chips\VH\279_01.tif,data\dem\279_01.tif,data\pwater\279_01.tif,data\labels\279_01.tif,8.5723876953125
data\chips\VV\279_10.tif,data\chips\VH\279_10.tif,data\dem\279_10.tif,data\pwater\279_10.tif,data\labels\279_10.tif,5.224609375
data\chips\VV\282_10.tif,data\chips\VH\282_10.tif,data\dem\282_10.tif,data\pwater\282_10.tif,data\labels\282_10.tif,2.59246826171875
data\chips\VV\283_00.tif,data\chips\VH\283_00.tif,data\dem\283_00.tif,data\pwater\283_00.tif,data\labels\283_00.tif,1.1199951171875
data\chips\VV\283_01.tif,data\chips\VH\283_01.tif,data\dem\283_01.tif,data\pwater\283_01.tif,data\labels\283_01.tif,14.8956298828125
data\chips\VV\283_11.tif,data\chips\VH\283_11.tif,data\dem\283_11.tif,data\pwater\283_11.tif,data\labels\283_11.tif,3.8726806640625
data\chips\VV\284_00.tif,data\chips\VH\284_00.tif,data\dem\284_00.tif,data\pwater\284_00.tif,data\labels\284_00.tif,1.06353759765625
data\chips\VV\284_01.tif,data\chips\VH\284_01.tif,data\dem\284_01.tif,data\pwater\284_01.tif,data\labels\284_01.tif,1.40533447265625
data\chips\VV\284_10.tif,data\chips\VH\284_10.tif,data\dem\284_10.tif,data\pwater\284_10.tif,data\labels\284_10.tif,3.59954833984375
data\chips\VV\285_10.tif,data\chips\VH\285_10.tif,data\dem\285_10.tif,data\pwater\285_10.tif,data\labels\285_10.tif,23.39630126953125
data\chips\VV\285_11.tif,data\chips\VH\285_11.tif,data\dem\285_11.tif,data\pwater\285_11.tif,data\labels\285_11.tif,12.9150390625
data\chips\VV\286_10.tif,data\chips\VH\286_10.tif,data\dem\286_10.tif,data\pwater\286_10.tif,data\labels\286_10.tif,6.87713623046875
data\chips\VV\287_00.tif,data\chips\VH\287_00.tif,data\dem\287_00.tif,data\pwater\287_00.tif,data\labels\287_00.tif,1.39007568359375
data\chips\VV\288_00.tif,data\chips\VH\288_00.tif,data\dem\288_00.tif,data\pwater\288_00.tif,data\labels\288_00.tif,3.570556640625
data\chips\VV\288_01.tif,data\chips\VH\288_01.tif,data\dem\288_01.tif,data\pwater\288_01.tif,data\labels\288_01.tif,22.90802001953125
data\chips\VV\288_11.tif,data\chips\VH\288_11.tif,data\dem\288_11.tif,data\pwater\288_11.tif,data\labels\288_11.tif,1.34735107421875
data\chips\VV\289_00.tif,data\chips\VH\289_00.tif,data\dem\289_00.tif,data\pwater\289_00.tif,data\labels\289_00.tif,3.485107421875
data\chips\VV\289_01.tif,data\chips\VH\289_01.tif,data\dem\289_01.tif,data\pwater\289_01.tif,data\labels\289_01.tif,2.1942138671875
data\chips\VV\290_11.tif,data\chips\VH\290_11.tif,data\dem\290_11.tif,data\pwater\290_11.tif,data\labels\290_11.tif,1.67083740234375
data\chips\VV\291_00.tif,data\chips\VH\291_00.tif,data\dem\291_00.tif,data\pwater\291_00.tif,data\labels\291_00.tif,26.14593505859375
data\chips\VV\291_10.tif,data\chips\VH\291_10.tif,data\dem\291_10.tif,data\pwater\291_10.tif,data\labels\291_10.tif,9.4268798828125
data\chips\VV\291_11.tif,data\chips\VH\291_11.tif,data\dem\291_11.tif,data\pwater\291_11.tif,data\labels\291_11.tif,5.1605224609375
data\chips\VV\292_00.tif,data\chips\VH\292_00.tif,data\dem\292_00.tif,data\pwater\292_00.tif,data\labels\292_00.tif,1.96075439453125
data\chips\VV\292_01.tif,data\chips\VH\292_01.tif,data\dem\292_01.tif,data\pwater\292_01.tif,data\labels\292_01.tif,1.41754150390625
data\chips\VV\292_10.tif,data\chips\VH\292_10.tif,data\dem\292_10.tif,data\pwater\292_10.tif,data\labels\292_10.tif,1.63116455078125
data\chips\VV\293_00.tif,data\chips\VH\293_00.tif,data\dem\293_00.tif,data\pwater\293_00.tif,data\labels\293_00.tif,1.93634033203125
data\chips\VV\293_11.tif,data\chips\VH\293_11.tif,data\dem\293_11.tif,data\pwater\293_11.tif,data\labels\293_11.tif,1.1322021484375
data\chips\VV\294_00.tif,data\chips\VH\294_00.tif,data\dem\294_00.tif,data\pwater\294_00.tif,data\labels\294_00.tif,2.43988037109375
data\chips\VV\294_01.tif,data\chips\VH\294_01.tif,data\dem\294_01.tif,data\pwater\294_01.tif,data\labels\294_01.tif,1.45416259765625
data\chips\VV\294_10.tif,data\chips\VH\294_10.tif,data\dem\294_10.tif,data\pwater\294_10.tif,data\labels\294_10.tif,3.2989501953125
data\chips\VV\294_11.tif,data\chips\VH\294_11.tif,data\dem\294_11.tif,data\pwater\294_11.tif,data\labels\294_11.tif,1.6357421875
data\chips\VV\296_01.tif,data\chips\VH\296_01.tif,data\dem\296_01.tif,data\pwater\296_01.tif,data\labels\296_01.tif,1.9287109375
data\chips\VV\296_10.tif,data\chips\VH\296_10.tif,data\dem\296_10.tif,data\pwater\296_10.tif,data\labels\296_10.tif,10.662841796875
data\chips\VV\296_11.tif,data\chips\VH\296_11.tif,data\dem\296_11.tif,data\pwater\296_11.tif,data\labels\296_11.tif,3.10821533203125
data\chips\VV\297_00.tif,data\chips\VH\297_00.tif,data\dem\297_00.tif,data\pwater\297_00.tif,data\labels\297_00.tif,2.630615234375
data\chips\VV\297_01.tif,data\chips\VH\297_01.tif,data\dem\297_01.tif,data\pwater\297_01.tif,data\labels\297_01.tif,1.0589599609375
data\chips\VV\297_10.tif,data\chips\VH\297_10.tif,data\dem\297_10.tif,data\pwater\297_10.tif,data\labels\297_10.tif,1.2847900390625
data\chips\VV\297_11.tif,data\chips\VH\297_11.tif,data\dem\297_11.tif,data\pwater\297_11.tif,data\labels\297_11.tif,1.04217529296875
data\chips\VV\298_01.tif,data\chips\VH\298_01.tif,data\dem\298_01.tif,data\pwater\298_01.tif,data\labels\298_01.tif,1.104736328125
data\chips\VV\298_10.tif,data\chips\VH\298_10.tif,data\dem\298_10.tif,data\pwater\298_10.tif,data\labels\298_10.tif,1.055908203125
data\chips\VV\298_11.tif,data\chips\VH\298_11.tif,data\dem\298_11.tif,data\pwater\298_11.tif,data\labels\298_11.tif,2.5482177734375
data\chips\VV\299_00.tif,data\chips\VH\299_00.tif,data\dem\299_00.tif,data\pwater\299_00.tif,data\labels\299_00.tif,1.09100341796875
data\chips\VV\300_00.tif,data\chips\VH\300_00.tif,data\dem\300_00.tif,data\pwater\300_00.tif,data\labels\300_00.tif,27.0538330078125
data\chips\VV\300_01.tif,data\chips\VH\300_01.tif,data\dem\300_01.tif,data\pwater\300_01.tif,data\labels\300_01.tif,7.18994140625
data\chips\VV\300_10.tif,data\chips\VH\300_10.tif,data\dem\300_10.tif,data\pwater\300_10.tif,data\labels\300_10.tif,10.84136962890625
data\chips\VV\300_11.tif,data\chips\VH\300_11.tif,data\dem\300_11.tif,data\pwater\300_11.tif,data\labels\300_11.tif,11.871337890625
data\chips\VV\301_00.tif,data\chips\VH\301_00.tif,data\dem\301_00.tif,data\pwater\301_00.tif,data\labels\301_00.tif,3.01666259765625
data\chips\VV\301_10.tif,data\chips\VH\301_10.tif,data\dem\301_10.tif,data\pwater\301_10.tif,data\labels\301_10.tif,27.50244140625
data\chips\VV\301_11.tif,data\chips\VH\301_11.tif,data\dem\301_11.tif,data\pwater\301_11.tif,data\labels\301_11.tif,25.93231201171875
data\chips\VV\302_00.tif,data\chips\VH\302_00.tif,data\dem\302_00.tif,data\pwater\302_00.tif,data\labels\302_00.tif,19.74334716796875
data\chips\VV\302_01.tif,data\chips\VH\302_01.tif,data\dem\302_01.tif,data\pwater\302_01.tif,data\labels\302_01.tif,1.702880859375
data\chips\VV\302_10.tif,data\chips\VH\302_10.tif,data\dem\302_10.tif,data\pwater\302_10.tif,data\labels\302_10.tif,5.04608154296875
data\chips\VV\303_00.tif,data\chips\VH\303_00.tif,data\dem\303_00.tif,data\pwater\303_00.tif,data\labels\303_00.tif,1.13372802734375
data\chips\VV\305_01.tif,data\chips\VH\305_01.tif,data\dem\305_01.tif,data\pwater\305_01.tif,data\labels\305_01.tif,2.45513916015625
data\chips\VV\306_00.tif,data\chips\VH\306_00.tif,data\dem\306_00.tif,data\pwater\306_00.tif,data\labels\306_00.tif,1.41448974609375
data\chips\VV\306_01.tif,data\chips\VH\306_01.tif,data\dem\306_01.tif,data\pwater\306_01.tif,data\labels\306_01.tif,1.84173583984375
data\chips\VV\306_10.tif,data\chips\VH\306_10.tif,data\dem\306_10.tif,data\pwater\306_10.tif,data\labels\306_10.tif,1.67236328125
data\chips\VV\307_10.tif,data\chips\VH\307_10.tif,data\dem\307_10.tif,data\pwater\307_10.tif,data\labels\307_10.tif,1.63421630859375
data\chips\VV\309_00.tif,data\chips\VH\309_00.tif,data\dem\309_00.tif,data\pwater\309_00.tif,data\labels\309_00.tif,2.17437744140625
data\chips\VV\309_01.tif,data\chips\VH\309_01.tif,data\dem\309_01.tif,data\pwater\309_01.tif,data\labels\309_01.tif,1.885986328125
data\chips\VV\309_11.tif,data\chips\VH\309_11.tif,data\dem\309_11.tif,data\pwater\309_11.tif,data\labels\309_11.tif,3.97796630859375
data\chips\VV\310_00.tif,data\chips\VH\310_00.tif,data\dem\310_00.tif,data\pwater\310_00.tif,data\labels\310_00.tif,14.64080810546875
data\chips\VV\310_01.tif,data\chips\VH\310_01.tif,data\dem\310_01.tif,data\pwater\310_01.tif,data\labels\310_01.tif,1.40838623046875
data\chips\VV\310_10.tif,data\chips\VH\310_10.tif,data\dem\310_10.tif,data\pwater\310_10.tif,data\labels\310_10.tif,8.1756591796875
data\chips\VV\310_11.tif,data\chips\VH\310_11.tif,data\dem\310_11.tif,data\pwater\310_11.tif,data\labels\310_11.tif,1.9805908203125
data\chips\VV\312_01.tif,data\chips\VH\312_01.tif,data\dem\312_01.tif,data\pwater\312_01.tif,data\labels\312_01.tif,1.97296142578125
data\chips\VV\312_11.tif,data\chips\VH\312_11.tif,data\dem\312_11.tif,data\pwater\312_11.tif,data\labels\312_11.tif,1.6876220703125
data\chips\VV\314_00.tif,data\chips\VH\314_00.tif,data\dem\314_00.tif,data\pwater\314_00.tif,data\labels\314_00.tif,4.3609619140625
data\chips\VV\315_00.tif,data\chips\VH\315_00.tif,data\dem\315_00.tif,data\pwater\315_00.tif,data\labels\315_00.tif,4.06036376953125
data\chips\VV\315_01.tif,data\chips\VH\315_01.tif,data\dem\315_01.tif,data\pwater\315_01.tif,data\labels\315_01.tif,12.4969482421875
data\chips\VV\315_11.tif,data\chips\VH\315_11.tif,data\dem\315_11.tif,data\pwater\315_11.tif,data\labels\315_11.tif,12.91961669921875
data\chips\VV\316_00.tif,data\chips\VH\316_00.tif,data\dem\316_00.tif,data\pwater\316_00.tif,data\labels\316_00.tif,15.29388427734375
data\chips\VV\316_10.tif,data\chips\VH\316_10.tif,data\dem\316_10.tif,data\pwater\316_10.tif,data\labels\316_10.tif,16.81365966796875
data\chips\VV\316_11.tif,data\chips\VH\316_11.tif,data\dem\316_11.tif,data\pwater\316_11.tif,data\labels\316_11.tif,1.16729736328125
data\chips\VV\317_01.tif,data\chips\VH\317_01.tif,data\dem\317_01.tif,data\pwater\317_01.tif,data\labels\317_01.tif,2.30712890625
data\chips\VV\317_11.tif,data\chips\VH\317_11.tif,data\dem\317_11.tif,data\pwater\317_11.tif,data\labels\317_11.tif,4.72869873046875
data\chips\VV\318_00.tif,data\chips\VH\318_00.tif,data\dem\318_00.tif,data\pwater\318_00.tif,data\labels\318_00.tif,21.807861328125
data\chips\VV\318_10.tif,data\chips\VH\318_10.tif,data\dem\318_10.tif,data\pwater\318_10.tif,data\labels\318_10.tif,28.997802734375
data\chips\VV\319_00.tif,data\chips\VH\319_00.tif,data\dem\319_00.tif,data\pwater\319_00.tif,data\labels\319_00.tif,29.65850830078125
data\chips\VV\319_01.tif,data\chips\VH\319_01.tif,data\dem\319_01.tif,data\pwater\319_01.tif,data\labels\319_01.tif,9.55963134765625
data\chips\VV\319_10.tif,data\chips\VH\319_10.tif,data\dem\319_10.tif,data\pwater\319_10.tif,data\labels\319_10.tif,8.43048095703125
data\chips\VV\319_11.tif,data\chips\VH\319_11.tif,data\dem\319_11.tif,data\pwater\319_11.tif,data\labels\319_11.tif,26.17950439453125
data\chips\VV\322_10.tif,data\chips\VH\322_10.tif,data\dem\322_10.tif,data\pwater\322_10.tif,data\labels\322_10.tif,1.9561767578125
data\chips\VV\323_00.tif,data\chips\VH\323_00.tif,data\dem\323_00.tif,data\pwater\323_00.tif,data\labels\323_00.tif,7.0587158203125
data\chips\VV\323_10.tif,data\chips\VH\323_10.tif,data\dem\323_10.tif,data\pwater\323_10.tif,data\labels\323_10.tif,16.1468505859375
data\chips\VV\323_11.tif,data\chips\VH\323_11.tif,data\dem\323_11.tif,data\pwater\323_11.tif,data\labels\323_11.tif,1.65252685546875
data\chips\VV\324_11.tif,data\chips\VH\324_11.tif,data\dem\324_11.tif,data\pwater\324_11.tif,data\labels\324_11.tif,4.8309326171875
data\chips\VV\325_00.tif,data\chips\VH\325_00.tif,data\dem\325_00.tif,data\pwater\325_00.tif,data\labels\325_00.tif,3.48358154296875
data\chips\VV\325_01.tif,data\chips\VH\325_01.tif,data\dem\325_01.tif,data\pwater\325_01.tif,data\labels\325_01.tif,6.55059814453125
data\chips\VV\327_01.tif,data\chips\VH\327_01.tif,data\dem\327_01.tif,data\pwater\327_01.tif,data\labels\327_01.tif,2.7313232421875
data\chips\VV\329_00.tif,data\chips\VH\329_00.tif,data\dem\329_00.tif,data\pwater\329_00.tif,data\labels\329_00.tif,1.35345458984375
data\chips\VV\330_00.tif,data\chips\VH\330_00.tif,data\dem\330_00.tif,data\pwater\330_00.tif,data\labels\330_00.tif,5.22308349609375
data\chips\VV\330_01.tif,data\chips\VH\330_01.tif,data\dem\330_01.tif,data\pwater\330_01.tif,data\labels\330_01.tif,2.37274169921875
data\chips\VV\332_01.tif,data\chips\VH\332_01.tif,data\dem\332_01.tif,data\pwater\332_01.tif,data\labels\332_01.tif,19.77386474609375
data\chips\VV\332_10.tif,data\chips\VH\332_10.tif,data\dem\332_10.tif,data\pwater\332_10.tif,data\labels\332_10.tif,2.56195068359375
data\chips\VV\340_01.tif,data\chips\VH\340_01.tif,data\dem\340_01.tif,data\pwater\340_01.tif,data\labels\340_01.tif,1.15814208984375
data\chips\VV\348_01.tif,data\chips\VH\348_01.tif,data\dem\348_01.tif,data\pwater\348_01.tif,data\labels\348_01.tif,3.97186279296875
data\chips\VV\349_10.tif,data\chips\VH\349_10.tif,data\dem\349_10.tif,data\pwater\349_10.tif,data\labels\349_10.tif,1.47247314453125
data\chips\VV\349_11.tif,data\chips\VH\349_11.tif,data\dem\349_11.tif,data\pwater\349_11.tif,data\labels\349_11.tif,2.32696533203125
data\chips\VV\350_00.tif,data\chips\VH\350_00.tif,data\dem\350_00.tif,data\pwater\350_00.tif,data\labels\350_00.tif,2.288818359375
data\chips\VV\356_01.tif,data\chips\VH\356_01.tif,data\dem\356_01.tif,data\pwater\356_01.tif,data\labels\356_01.tif,9.80682373046875
data\chips\VV\357_00.tif,data\chips\VH\357_00.tif,data\dem\357_00.tif,data\pwater\357_00.tif,data\labels\357_00.tif,1.727294921875
data\chips\VV\358_10.tif,data\chips\VH\358_10.tif,data\dem\358_10.tif,data\pwater\358_10.tif,data\labels\358_10.tif,8.87451171875
data\chips\VV\359_00.tif,data\chips\VH\359_00.tif,data\dem\359_00.tif,data\pwater\359_00.tif,data\labels\359_00.tif,1.995849609375
data\chips\VV\360_00.tif,data\chips\VH\360_00.tif,data\dem\360_00.tif,data\pwater\360_00.tif,data\labels\360_00.tif,1.422119140625
data\chips\VV\360_10.tif,data\chips\VH\360_10.tif,data\dem\360_10.tif,data\pwater\360_10.tif,data\labels\360_10.tif,1.3519287109375
data\chips\VV\361_00.tif,data\chips\VH\361_00.tif,data\dem\361_00.tif,data\pwater\361_00.tif,data\labels\361_00.tif,3.0853271484375
data\chips\VV\361_01.tif,data\chips\VH\361_01.tif,data\dem\361_01.tif,data\pwater\361_01.tif,data\labels\361_01.tif,1.09100341796875
data\chips\VV\363_00.tif,data\chips\VH\363_00.tif,data\dem\363_00.tif,data\pwater\363_00.tif,data\labels\363_00.tif,8.2366943359375
data\chips\VV\363_10.tif,data\chips\VH\363_10.tif,data\dem\363_10.tif,data\pwater\363_10.tif,data\labels\363_10.tif,1.93634033203125
data\chips\VV\363_11.tif,data\chips\VH\363_11.tif,data\dem\363_11.tif,data\pwater\363_11.tif,data\labels\363_11.tif,16.3543701171875
data\chips\VV\364_00.tif,data\chips\VH\364_00.tif,data\dem\364_00.tif,data\pwater\364_00.tif,data\labels\364_00.tif,1.35650634765625
data\chips\VV\364_01.tif,data\chips\VH\364_01.tif,data\dem\364_01.tif,data\pwater\364_01.tif,data\labels\364_01.tif,2.4017333984375
data\chips\VV\370_00.tif,data\chips\VH\370_00.tif,data\dem\370_00.tif,data\pwater\370_00.tif,data\labels\370_00.tif,1.81732177734375
data\chips\VV\372_01.tif,data\chips\VH\372_01.tif,data\dem\372_01.tif,data\pwater\372_01.tif,data\labels\372_01.tif,1.007080078125
data\chips\VV\372_10.tif,data\chips\VH\372_10.tif,data\dem\372_10.tif,data\pwater\372_10.tif,data\labels\372_10.tif,13.26141357421875
data\chips\VV\374_10.tif,data\chips\VH\374_10.tif,data\dem\374_10.tif,data\pwater\374_10.tif,data\labels\374_10.tif,2.34375
data\chips\VV\374_11.tif,data\chips\VH\374_11.tif,data\dem\374_11.tif,data\pwater\374_11.tif,data\labels\374_11.tif,4.1290283203125
data\chips\VV\377_11.tif,data\chips\VH\377_11.tif,data\dem\377_11.tif,data\pwater\377_11.tif,data\labels\377_11.tif,3.955078125
data\chips\VV\379_01.tif,data\chips\VH\379_01.tif,data\dem\379_01.tif,data\pwater\379_01.tif,data\labels\379_01.tif,28.85589599609375
data\chips\VV\381_00.tif,data\chips\VH\381_00.tif,data\dem\381_00.tif,data\pwater\381_00.tif,data\labels\381_00.tif,1.36871337890625
data\chips\VV\381_10.tif,data\chips\VH\381_10.tif,data\dem\381_10.tif,data\pwater\381_10.tif,data\labels\381_10.tif,1.3458251953125
data\chips\VV\382_10.tif,data\chips\VH\382_10.tif,data\dem\382_10.tif,data\pwater\382_10.tif,data\labels\382_10.tif,2.50244140625
data\chips\VV\382_11.tif,data\chips\VH\382_11.tif,data\dem\382_11.tif,data\pwater\382_11.tif,data\labels\382_11.tif,3.05633544921875
data\chips\VV\383_01.tif,data\chips\VH\383_01.tif,data\dem\383_01.tif,data\pwater\383_01.tif,data\labels\383_01.tif,10.6658935546875
data\chips\VV\384_01.tif,data\chips\VH\384_01.tif,data\dem\384_01.tif,data\pwater\384_01.tif,data\labels\384_01.tif,1.92718505859375
data\chips\VV\385_10.tif,data\chips\VH\385_10.tif,data\dem\385_10.tif,data\pwater\385_10.tif,data\labels\385_10.tif,3.54766845703125
data\chips\VV\386_00.tif,data\chips\VH\386_00.tif,data\dem\386_00.tif,data\pwater\386_00.tif,data\labels\386_00.tif,18.03741455078125
data\chips\VV\386_01.tif,data\chips\VH\386_01.tif,data\dem\386_01.tif,data\pwater\386_01.tif,data\labels\386_01.tif,7.19146728515625
data\chips\VV\386_10.tif,data\chips\VH\386_10.tif,data\dem\386_10.tif,data\pwater\386_10.tif,data\labels\386_10.tif,1.556396484375
data\chips\VV\386_11.tif,data\chips\VH\386_11.tif,data\dem\386_11.tif,data\pwater\386_11.tif,data\labels\386_11.tif,1.23138427734375
data\chips\VV\387_00.tif,data\chips\VH\387_00.tif,data\dem\387_00.tif,data\pwater\387_00.tif,data\labels\387_00.tif,1.7242431640625
data\chips\VV\387_11.tif,data\chips\VH\387_11.tif,data\dem\387_11.tif,data\pwater\387_11.tif,data\labels\387_11.tif,18.57757568359375
data\chips\VV\388_00.tif,data\chips\VH\388_00.tif,data\dem\388_00.tif,data\pwater\388_00.tif,data\labels\388_00.tif,4.53033447265625
data\chips\VV\388_01.tif,data\chips\VH\388_01.tif,data\dem\388_01.tif,data\pwater\388_01.tif,data\labels\388_01.tif,11.2518310546875
data\chips\VV\388_11.tif,data\chips\VH\388_11.tif,data\dem\388_11.tif,data\pwater\388_11.tif,data\labels\388_11.tif,10.47210693359375
data\chips\VV\389_01.tif,data\chips\VH\389_01.tif,data\dem\389_01.tif,data\pwater\389_01.tif,data\labels\389_01.tif,1.24664306640625
data\chips\VV\389_11.tif,data\chips\VH\389_11.tif,data\dem\389_11.tif,data\pwater\389_11.tif,data\labels\389_11.tif,2.34375
data\chips\VV\390_00.tif,data\chips\VH\390_00.tif,data\dem\390_00.tif,data\pwater\390_00.tif,data\labels\390_00.tif,1.0009765625
data\chips\VV\390_01.tif,data\chips\VH\390_01.tif,data\dem\390_01.tif,data\pwater\390_01.tif,data\labels\390_01.tif,10.83221435546875
data\chips\VV\391_01.tif,data\chips\VH\391_01.tif,data\dem\391_01.tif,data\pwater\391_01.tif,data\labels\391_01.tif,2.67791748046875
data\chips\VV\392_00.tif,data\chips\VH\392_00.tif,data\dem\392_00.tif,data\pwater\392_00.tif,data\labels\392_00.tif,20.12481689453125
data\chips\VV\392_01.tif,data\chips\VH\392_01.tif,data\dem\392_01.tif,data\pwater\392_01.tif,data\labels\392_01.tif,17.61016845703125
data\chips\VV\392_10.tif,data\chips\VH\392_10.tif,data\dem\392_10.tif,data\pwater\392_10.tif,data\labels\392_10.tif,12.97760009765625
data\chips\VV\392_11.tif,data\chips\VH\392_11.tif,data\dem\392_11.tif,data\pwater\392_11.tif,data\labels\392_11.tif,26.3885498046875
data\chips\VV\393_01.tif,data\chips\VH\393_01.tif,data\dem\393_01.tif,data\pwater\393_01.tif,data\labels\393_01.tif,8.16802978515625
data\chips\VV\393_10.tif,data\chips\VH\393_10.tif,data\dem\393_10.tif,data\pwater\393_10.tif,data\labels\393_10.tif,6.4239501953125
data\chips\VV\393_11.tif,data\chips\VH\393_11.tif,data\dem\393_11.tif,data\pwater\393_11.tif,data\labels\393_11.tif,10.80169677734375
data\chips\VV\394_01.tif,data\chips\VH\394_01.tif,data\dem\394_01.tif,data\pwater\394_01.tif,data\labels\394_01.tif,2.14080810546875
data\chips\VV\394_10.tif,data\chips\VH\394_10.tif,data\dem\394_10.tif,data\pwater\394_10.tif,data\labels\394_10.tif,1.17034912109375
data\chips\VV\394_11.tif,data\chips\VH\394_11.tif,data\dem\394_11.tif,data\pwater\394_11.tif,data\labels\394_11.tif,1.63116455078125
data\chips\VV\396_00.tif,data\chips\VH\396_00.tif,data\dem\396_00.tif,data\pwater\396_00.tif,data\labels\396_00.tif,20.89385986328125
data\chips\VV\396_10.tif,data\chips\VH\396_10.tif,data\dem\396_10.tif,data\pwater\396_10.tif,data\labels\396_10.tif,11.46392822265625
data\chips\VV\396_11.tif,data\chips\VH\396_11.tif,data\dem\396_11.tif,data\pwater\396_11.tif,data\labels\396_11.tif,17.254638671875
data\chips\VV\397_00.tif,data\chips\VH\397_00.tif,data\dem\397_00.tif,data\pwater\397_00.tif,data\labels\397_00.tif,1.9805908203125
data\chips\VV\397_10.tif,data\chips\VH\397_10.tif,data\dem\397_10.tif,data\pwater\397_10.tif,data\labels\397_10.tif,1.68914794921875
data\chips\VV\399_10.tif,data\chips\VH\399_10.tif,data\dem\399_10.tif,data\pwater\399_10.tif,data\labels\399_10.tif,12.22076416015625
data\chips\VV\400_01.tif,data\chips\VH\400_01.tif,data\dem\400_01.tif,data\pwater\400_01.tif,data\labels\400_01.tif,4.0679931640625
data\chips\VV\400_11.tif,data\chips\VH\400_11.tif,data\dem\400_11.tif,data\pwater\400_11.tif,data\labels\400_11.tif,6.47125244140625
data\chips\VV\401_10.tif,data\chips\VH\401_10.tif,data\dem\401_10.tif,data\pwater\401_10.tif,data\labels\401_10.tif,5.85784912109375
data\chips\VV\401_11.tif,data\chips\VH\401_11.tif,data\dem\401_11.tif,data\pwater\401_11.tif,data\labels\401_11.tif,2.66265869140625
data\chips\VV\402_10.tif,data\chips\VH\402_10.tif,data\dem\402_10.tif,data\pwater\402_10.tif,data\labels\402_10.tif,4.47540283203125
data\chips\VV\405_11.tif,data\chips\VH\405_11.tif,data\dem\405_11.tif,data\pwater\405_11.tif,data\labels\405_11.tif,19.256591796875
data\chips\VV\406_01.tif,data\chips\VH\406_01.tif,data\dem\406_01.tif,data\pwater\406_01.tif,data\labels\406_01.tif,21.47979736328125
data\chips\VV\406_11.tif,data\chips\VH\406_11.tif,data\dem\406_11.tif,data\pwater\406_11.tif,data\labels\406_11.tif,10.43701171875
data\chips\VV\410_00.tif,data\chips\VH\410_00.tif,data\dem\410_00.tif,data\pwater\410_00.tif,data\labels\410_00.tif,4.6661376953125
data\chips\VV\410_01.tif,data\chips\VH\410_01.tif,data\dem\410_01.tif,data\pwater\410_01.tif,data\labels\410_01.tif,12.713623046875
data\chips\VV\415_10.tif,data\chips\VH\415_10.tif,data\dem\415_10.tif,data\pwater\415_10.tif,data\labels\415_10.tif,2.44140625
data\chips\VV\417_01.tif,data\chips\VH\417_01.tif,data\dem\417_01.tif,data\pwater\417_01.tif,data\labels\417_01.tif,3.58123779296875
data\chips\VV\417_10.tif,data\chips\VH\417_10.tif,data\dem\417_10.tif,data\pwater\417_10.tif,data\labels\417_10.tif,2.8900146484375
data\chips\VV\421_00.tif,data\chips\VH\421_00.tif,data\dem\421_00.tif,data\pwater\421_00.tif,data\labels\421_00.tif,3.0029296875
data\chips\VV\421_10.tif,data\chips\VH\421_10.tif,data\dem\421_10.tif,data\pwater\421_10.tif,data\labels\421_10.tif,9.11865234375
data\chips\VV\421_11.tif,data\chips\VH\421_11.tif,data\dem\421_11.tif,data\pwater\421_11.tif,data\labels\421_11.tif,13.21258544921875
data\chips\VV\429_00.tif,data\chips\VH\429_00.tif,data\dem\429_00.tif,data\pwater\429_00.tif,data\labels\429_00.tif,9.17205810546875
data\chips\VV\429_01.tif,data\chips\VH\429_01.tif,data\dem\429_01.tif,data\pwater\429_01.tif,data\labels\429_01.tif,2.90374755859375
data\chips\VV\429_10.tif,data\chips\VH\429_10.tif,data\dem\429_10.tif,data\pwater\429_10.tif,data\labels\429_10.tif,4.75616455078125
data\chips\VV\429_11.tif,data\chips\VH\429_11.tif,data\dem\429_11.tif,data\pwater\429_11.tif,data\labels\429_11.tif,11.19232177734375
data\chips\VV\433_00.tif,data\chips\VH\433_00.tif,data\dem\433_00.tif,data\pwater\433_00.tif,data\labels\433_00.tif,6.5338134765625
data\chips\VV\433_10.tif,data\chips\VH\433_10.tif,data\dem\433_10.tif,data\pwater\433_10.tif,data\labels\433_10.tif,3.8726806640625
data\chips\VV\435_01.tif,data\chips\VH\435_01.tif,data\dem\435_01.tif,data\pwater\435_01.tif,data\labels\435_01.tif,8.172607421875
data\chips\VV\437_01.tif,data\chips\VH\437_01.tif,data\dem\437_01.tif,data\pwater\437_01.tif,data\labels\437_01.tif,5.8441162109375
data\chips\VV\437_10.tif,data\chips\VH\437_10.tif,data\dem\437_10.tif,data\pwater\437_10.tif,data\labels\437_10.tif,1.70440673828125
